광고소재등록일,대업종,중업종,소업종,인공지능(AI) 인식 키워드,수동 키워드
2021-04-07,서비스,서비스기타,서비스기타,"김래원,김보성,넥타이,리모트컨트롤,사람,소파,시계,유리병,의자,자전거,창문가리개,책,침대,커튼,콘크리트 벽,타일마루,텔레비전,핸드백,핸드폰,화분에 심은 식물","간병비,간병인,노래하다,딸,병원,어머니,어플리케이션,제안,춤추다,친구,친해지다,행복한"
2021-03-29,서비스,서비스기타,서비스제품종합,"김보성,김연아,넥타이,리모트컨트롤,목재 벽,사람,설리(에프엑스),소파,수성SK리더스뷰,시계,울산대교전망대,의자,이민정,장윤정,창,창문가리개,침대,칫솔,커튼,콘크리트 벽,타일마루,텔레비전,핸드백,핸드폰,화분에 심은 식물","노래하다,만족스런,미소,박수치다,스마트폰,웃다,즐거운,촬영하다,춤추다,행복한,흥겨운"
2021-03-29,가정용전기전자,가사용전기전자,가사용전기전자기타,"넥타이,리모트컨트롤,사람,소파,시계,울산대교전망대,의자,이영애,장윤정,창문가리개,침대,칫솔,커튼,콘크리트 벽,타일마루,텔레비전,핸드폰,화분에 심은 식물","간병인,노래방,노래하다,마이크,만족,만족하다,미소짓다,병원,선글라스,웃다,의사,즐거운,환자"
2020-12-16,서비스,서비스기타,서비스기타,"김보성,김연경(배구선수),김연아,김하늘,넥타이,리모트컨트롤,사람,소파,시계,울산대교전망대,의자,장윤정,전지현,추대엽(카피추),침대,커튼,콘크리트 벽,타일마루,텔레비전,핸드폰,화분에 심은 식물","기분좋은,노래하는,답하는,만족스런,박수치는,사진찍다,웃다,즐거운,질문하는,춤추는,행복한,흥겨운"
2021-02-25,가정용전기전자,가사용전기전자,가사용전기전자기타,"김보성,김연아,넥타이,리모트컨트롤,목재 벽,사람,소파,수성SK리더스뷰,시계,울산대교전망대,의자,장윤정,창,창문가리개,침대,칫솔,커튼,콘크리트 벽,타일마루,텔레비전,핸드백,핸드폰,화분에 심은 식물","간병인,간호사,노래방,노래부르다,마이크,병원,웃다,의사,찍다,춤추다"
2021-02-25,가정용전기전자,가사용전기전자,가사용전기전자기타,"넥타이,사람,소파,시계,울산대교전망대,의자,장윤정,창문가리개,침대,커튼,콘크리트 벽,타일마루,텔레비전,핸드폰,화분에 심은 식물","간병인,간호사,노래방,노래부르다,마이크,병원,웃다,의사,찍다,춤추다"
2022-11-15,서비스,음식및숙박,대중음식점,"그릇,문짝,물,불빛,식탁,의자,전자레인지,천장,컵","건지다,경쾌한,끓다,놓다,돌판,모락모락,수제비,싱싱한,열리다,즐거운,채소,클로즈업,화면분할"
2022-08-18,가정용품,가정용품기타,가정용품기타,"사람,콘크리트 벽","기대다,기대바,높낮이를 조절하다,맥스포인트,샤워하다,설거지하다,세면하다,이제,접다,접이식 세면보조대,허리가 아프다"
2023-01-11,가정용품,가정용품기타,가정용품기타,"꽃병,사람,소파,싱크대,옷,의자,창,창문가리개,커튼,콘크리트 벽,타일 벽,타일마루,텔레비전,화분에 심은 식물","기대다,기대바,높낮이를 조절하다,맥스포인트,샤워하다,설거지하다,세면하다,이제,접다,접이식 세면보조대,허리가 아프다"
2022-09-05,가정용품,가구류,침대,"바닥,벽,사람,시계,의자,책,천장,침대,카펫","꽉 채운,노르딕슬립,놀라는,매트리스 토퍼,블링크프로젝트,비밀을 알려주는,빈틈 없는,세세히 들여다보다,자빠지다,직접 체험하는"
2020-10-05,가정용품,가정용인테리어,침구류및솜,"개,꽃병,넥타이,사람,스포츠 공,유리병,지진희,창문가리개,책,콘크리트 벽,타일마루","고통스러운,관리하다,그래픽,넘어지다,두피,만족스러운,모발,버티다,운동하다,자기관리,카메라응시"
2020-09-24,가정용품,가정용인테리어,침구류및솜,"넥타이,사람,옷,유리병,율곡이이동상,의자,지진희,콘크리트 벽","관리하다,그래픽,두피,만족스러운,바르다,뿌리다,샴푸,카메라응시,투자하다,피부"
2022-08-29,가정용품,완구류,"조립,모형완구","건물,구름,도로,마천루,사람,자동차,저스트링고,저스트링고 팔,타일 벽,트럭,포장 도로","뭐든지 할 수 있다,블록,어메이징 스토리,완구,장난감,저스티 링고,지구를 구하라,지구를 지킨다,지구에 찾아온 위기,트랜스 폼,파괴된 지구의 도시"
2021-07-30,가정용품,완구류,"조립,모형완구","건물,눈,마천루,사람,시계,책,카펫,커튼,하늘,화분에 심은 식물","놀이,도시,도심,레고,블록,신나는,실내,어린이,장난감,조립하다,즐거운"
2020-10-08,가정용품,완구류,"조립,모형완구","건물,구름,리모트컨트롤,문짝,변기,비행기,사람,소파,양산타워,유리병,율곡이이동상,의자,자동차,주차 미터기,커튼,케이크,콘크리트 벽,핸드폰,화분에 심은 식물","관절블록,놀다,만들다,발달하다,변형하다,빠지다,사고력,완구,조립하다,즐기다,창의력,촉각,키우다"
2021-09-08,가정용품,완구류,"조립,모형완구","마천루,사람,창,책,커튼,하늘,화분에 심은 식물","가족,그래픽,날다,도시,블럭,싸우다,움직이다,웃다,장난감,키즈,합체하다"
2022-07-01,화장품및보건용품,모발 및 목욕용제,"샴푸,린스","벽,화분에 심은 식물","기능성화장품,네이처프론트,녹색의,만족하다,약담초,자극없이 탈모케어,자연과 함께하는,친환경적인,탈모증상완화,탈모케어샴푸,특허로 입증된,피부반응도 영"
2020-11-06,화장품및보건용품,구강용품,치약,"사람,스카이베이호텔,유리병","머리카락,모션그래픽,발모촉진,샴푸,안전한,약속,언어유희,탈모완화,특허"
2020-06-18,화장품및보건용품,구강용품,치약,"광안대교,그릇,눈,리모트컨트롤,유리병,율동공원번지점프,콘크리트 벽","검색,설계,약용식물,예방,유효성분,잇몸질환,자연,치료제,치약,프리미엄,효과적"
2020-02-21,화장품및보건용품,구강용품,치약,"그릇,눈,리모트컨트롤,유리병,율동공원번지점프,콘크리트 벽","검색,설계,약용식물,예방,유효성분,잇몸질환,자연,치료제,치약,프리미엄,효과적"
2022-07-14,식품,건강식품,건강보조식품,"나무,넥타이,도로,사람,소파,옷,하늘,핸드폰","365일,눈 건강,동우농산,루테인,마이메이트,비타민,솔루션,오메가3,원데이,원포켓,혈행개선"
2022-09-21,서비스,서비스기타,서비스기업PR,"그릇,사람,숟가락,식탁,의자,전자레인지,천장,커튼,컵,케비넷,콘크리트 벽,테이블,핸드폰","간편하다,기침하다,누르다,똥손,불을 꺼다,불이 나다,생선을 태우다,소화기액을 뿜다,어렵다,연기가 나다,요리하다,전자레이지를 사용하다,접시에 담다,캣이득,쿠캣,쿠캣마켓,힘들어하다"
2022-12-08,가정용품,완구류,작동완구,"로봇,벽,사람,웨어러블디바이스,의자,창문가리개,책,컵","누르다,들어올리다,따라하다,모션싱크,반짝이다,밝은,신기한,어린이,움직이다,음성인식,장난감,집다,클로즈업"
2023-03-16,가정용품,완구류,작동완구,"사람,풀","고사성어,과학,동화책,로봇강아지,앉아,에이티로봇,역사,유투브,이라와,인공지능,잔소리,제로미"
2022-11-09,패션,내의류,기능성내의,"나무,사람,창","그날,단색,돌아보다,부드럽다,스며들다,야노시호,얇다,언더웨어,요가를 하다,컴포트에어,패드 없이,팬티"
2023-01-09,서비스,서비스기타,서비스기업PR,"건물,구름,나무,노트북,도로,벤치,사람,자동차,텔레비전,트럭,하늘","나란히,들고서,보도하다,양 쪽으로,열려있는,우리테크,울창한,정차하다,햇살,회전하다"
2023-01-09,서비스,서비스기타,서비스기업PR,"건물,구름,나무,노트북,도로,사람,자동차,트럭,풀,하늘","CG,기자,뉴스,도열,리포터,바스트샷,밝은,보도,싱글샷,앵커,여성성우,재사용,절삭유,정제기"
2023-08-28,산업기기,산업기기기타,산업기기기타,"구름,나무,도로,사람,옷,전등,천장,타일마루,트럭,하늘","건강,상쾌한,싸이클론 V8 집진기,오일미스트,우리테크,위협,전기료,절삭기계,파이팅 하다,필터값,환경전문기업,회수"
2023-09-22,산업기기,산업기기기타,산업기기기타,"구름,나무,도로,사람,옷,전등,천장,타일마루,트럭,하늘","1566-07424,V8집진기,WOORITECH,걸러내다,관공서,기업PR,깨끗하게,먼지가 날리다,싸이클론,유로 회수하다,입을 막다,재사용하다,절삭,환경전문기업"
2023-03-08,식품,건강식품,건강식품제품종합,"김희선,사람,핸드백","건강기능식품,걷다,계단을 오르다,놀라는,다이어트,문화,보여주다,비에날씬,에이스바이옴,유산균,일어서다,줄자,지속가능한,포커스"
2021-07-30,식품,건강식품,건강식품제품종합,"사람,알약,약통,창,책","갱년기,건강한,관리하다,다이어트,만지다,세련된,아름다운,앉아있는,유산균,차분한,체지방"
2021-07-28,식품,건강식품,건강식품제품종합,"박주미,사람,손,시계,식탁,알약,의자,창,책,천장","갱년기,게임,고급스러운,누르다,미소짓다,방울,세련된,신비한,알약,여성,영양제,체스"
2021-05-06,식품,건강식품,건강식품제품종합,"김희선,넥타이,바닥,벽,사람,여행 가방,우산,콘크리트 벽,핸드폰","건강한,김희선,다이어트,드레스,먹다,모델,세련된,응시하다,포즈,화려한"
2021-04-15,식품,건강식품,건강식품제품종합,"김희선,넥타이,바닥,벽,사람,여행 가방,우산,콘크리트 벽","당당한,말하다,먹다,미소,바람,실내 스튜디오,응시하다,카메라를 보며,턱을 괴다,포즈를 취하다"
2020-04-22,식품,건강식품,건강식품제품종합,"김희선,냉장고,리모트컨트롤,바닥,벤치,사람,울산대교전망대,유리병,의자,창문가리개,천장,칫솔,커튼,컵,콘크리트 벽,테이블,포장 도로,핸드폰","국내최초,다이어트,만족스러운,비커,시험,식약처,웃다,유산균,즐거운,찾다,체지방"
2020-03-31,식품,건강식품,건강식품제품종합,"김희선,냉장고,바닥,벤치,사람,유리병,의자,커튼,컵,콘크리트 벽,테이블","국내최초,다이어트,만족스러운,비커,시험,식약처,웃다,유산균,즐거운,찾다,체지방"
2023-01-03,그룹및기업광고,기타광고,기타기업기타,"나무,사람,유리병,책,컵,풀,핸드백","건강기능식품,건강한,발효,생기있는,성장,어린이,웰빙,자연의,프리미엄,활력있는"
2023-02-09,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,"사람,창,핸드백,핸드폰","걱정스러운,놀라는,누운 채,들어 서다,멈춰 선 채,문을 열다,바삐.계단을 오르다,부착 되어있는,엔티에스,통화하다"
2023-03-21,가정용품,생활잡화및기기,생활잡화및기기기타,"마우스,사람,식탁,옷,의자,창문가리개,컵,콘크리트 벽,키보드","바른,변화하는,새로운,생활잡화,의자,자세,책상,척추,쿠션,패드,편한,허리"
2023-05-23,그룹및기업광고,기타광고,기타기업기타,"사람,콘크리트 벽,타일 벽,핸드폰,화분","걱정되다,고민하는,깨끗한연구소,뚫다,배관관리사,배관이 막힌,배변기에 앉은,좋아하다,짜증나는,착한 가격,하수구 막힘,화장실"
2023-06-14,서비스,전문서비스,전문서비스기타,"그릇,변기,병,사람,싱크대,타일 벽,타일마루,핸드폰,핸드폰 화면,화분","깨끗한연구소,넘치다,바가지,변기,세면대,수건,수전,앉은 채,집어 던지다,짜증난,핸드폰 화면,화장지"
2023-06-12,가정용품,주방용품,조리용구,"그릇,꽃병,벽,병,사람,선반,수납장,숟가락,식탁,앤디,오븐,카운터,컵,화분,후라이팬","경쾌한,굽다,놓다,돌리다,뒤집다,밝은,뿌리다,슬로우모션,시즐,싱글샷,역동적인,자르다,줌인,클로즈업"
2023-06-12,가정용품,주방용품,조리용구,"그릇,벽,병,사람,식탁,싱크대,전인화,창,카운터,칼,타일 벽,화분","가리비,건강해지는,고기를 굽는,맛있어 보이는,미소짓다,부엌,블랙큐브,소금을 뿌리는,스테이크,싱싱한 야채,요리하는,자르는,전인화,찜,쿡셀,후라이펜을 든"
2023-06-12,가정용품,주방용품,조리용구,"건물,고기,그릇,꽃병,도마,버섯,벽,병,블라인드,사람,선반,수납장,숟가락,식탁,싱크대,오븐,우산,의자,주방,카운터,컵,프라이팬,화분","고기를 굽다,뒤집다,뚜껑을 열다,블랙큐브,세포를 깨우다,소금을 뿌리다,앤디,야채를 설다,요리하다,채를 썰다,쿡셀,프라이팬을 보다"
2023-06-12,가정용품,주방용품,조리용구,"그릇,도마,문,벽,병,사람,숟가락,식탁,싱크대,전인화,조개,주방,창,칼,컵,테이블,프라이팬,화분","건강해지는,굽다,뚜껑을 열다,블랙큐브,세포를 깨우다,썰다,야채를 씻다,요리,요리하다,전인화,쿡셀,프라이팬"
2023-06-21,식품,축산품,치킨가공품,"그릇,넥타이,모니터,문,병,사람,소파,의자,창,책,커튼,컵,테이블,화분","놀라다,눕다,달리인,돌리다,벗다,뿌리다,인공지능,재미있는,줌인,클로즈업,특이한,현장"
2023-06-23,"건설,건재및부동산",건재,도벽및바닥재,"그릇,나무마루,냉장고,사람,스포츠 공,의자,침대,커튼,화분","CG,경쾌한,놀다,닦다,뛰다,밝은,슬로우모션,여성성우,청소하다,충격,편안한,하이앵글,흡수"
2023-06-23,"건설,건재및부동산",건재,도벽및바닥재,"꽃병,나무마루,벽,사람,스포츠 공,의자,책,커튼,화분","CG,경쾌한,놀다,닦다,뛰다,밝은,슬로우모션,여성성우,청소하다,충격,편안한,하이앵글,흡수"
2023-06-28,교육및복지후생,교육기관,기술및자격학원,"노트북,사람","CM송,가리키다,경쾌한,귀여운,논리력,밝은,손 흔들다,어린이,여성성우,율동,인공지능,즐거운,코딩"
2023-06-28,교육및복지후생,교육기관,기술및자격학원,"나무,노트북,로봇,사람,장난감","CM송,가리키다,경쾌한,귀여운,논리력,밝은,손 흔들다,어린이,여성성우,율동,인공지능,즐거운,창의력,코딩,클로즈업"
2023-07-25,가정용품,가구류,가정용가구,"TV,그릇,병,사람,선반,수납장,시계,식탁,의자,전등,창,책,천장,커튼,컵,케이크,타일마루,화분","달리아웃,달리인,대화하다,로우앵글,미소,쓰다듬다,여성성우,응시,집들이,친구,패닝,하이앵글,햇살"
2023-07-25,가정용품,가구류,가정용가구,"꽃병,벽,사람,수납장,시계,식탁,의자,전등,창,천장,커튼,컵,타일마루,화분","가구,다과,대화하는,둘러보다,몽키우드,식탁,식탁전문가,에이치비앤에스,웃다,즐겁다,집들이,터치하다"
2023-07-31,산업기기,산업기기기타,산업기기기업PR,"기계,나무,문,벽,사람,의자,창,컵,파라솔","CG,걸어오다,경쾌한,기대되는,기술,내레이션,노래하다,미소,반도체,밝은,비트,쓰다,여성성우,연구원,클로즈업"
2023-08-14,식품,식품기타,식품기타,"숟가락,컵,테이블","건강,다양한,다크 초콜릿,맞춤,봉지에 담든,셋팅되는,식탁에 놓여진,아름다움,음료,재료,제주 그린티 라떼,컵,컵풀,파우더,팩"
2023-09-05,수송기기,수송기기기타,수송기기기타,"개,구름,나무,사람,산,안개,오토바이,자전거,하늘","거친,남성적인,달리다,모래,모험하다,바람,전기자전거,즐기다,파워,황무지"
2023-09-07,수송기기,수송기기기타,수송기기기타,"개,구름,나무,도로,사람,산,안개,오토바이,자전거,하늘","개,구름,바다,사막,섬,스릴 있는,오토바이,하늘,헬멧,흙 먼지"
2023-09-18,제약및의료,의료기기,건강측정용 의료기기,"TV,건물,관목,그릇,나무,노트북,백팩,사람,산,안개,자전거,지붕,집,커튼,하늘,화분","X레이 사진,고즈넉한,구름,나무,노트북,모락모락,산,오톰,자전거,주무르다,줌인,펼친 채,하늘,한옥"
2023-09-18,제약및의료,의료기기,건강측정용 의료기기,"노트북,문,벽,블라인드,사람,선반,의자,장비,창,책,천장,침대,화분","들어가다,미소,브이사인,상담,소프트포커스,엑스선,여성성우,열리다,울다,응시,인사하다,잡다,절박한,지켜보다,켜지다,투샷,포커스아웃"
2023-09-27,제약및의료,의료기기,건강측정용 의료기기,"건물,관목,그릇,나무,노트북,모래,백팩,사람,산,안개,자전거,집,천장,하늘,화분","감사하다,만족스런,보람된,시골집,영상,의료기기,자전거,치료,폐사진,할머니"
2023-09-27,제약및의료,의료기기,건강측정용 의료기기,"노트북,벽,사람,선반,옷,창,책,천장,침대,화분","걱정하는,다급한,더 안전하게,마인 올뉴,미소 짓는톰,보호,아픈,엑스레이,오톰,응급실,입원,진료받는,촬영장치,포터블 엑스선"
2021-12-21,식품,제빵,"햄버거,피자및샌드위치","벽,병,사람,유진,창,테이블","맛있는,부드러운,선택하다,소고기,수제버거,여성의,육질,즐거운,패치,햄버거"
2021-11-18,식품,제빵,"햄버거,피자및샌드위치","병,사람,식탁,유진,창,커튼,테이블","굽다,맛있는,먹음직스런,버무리다,선택하다,수제버거,여성의,패티,프리미엄,햄버거"
2021-11-09,식품,제빵,"햄버거,피자및샌드위치","고기,꽃병,도넛,문,버스,병,사람,식탁,유진,전등,창,햄버거","걸어오다,굽다,남성성우,누르다,닫다,뒤집다,따르다,문답,섞다,소프트포커스,시즐,싱글샷,응시,줌인,채근하다,클로즈업,탄닌"
2023-10-06,제약및의료,의료기기,의료기기제품종합,"마우스,벽,사람,옷,의자,책,하늘","골프,덜어주다,등산,만족스런,목,무릎,어깨,의료기기,전자,통증,허리"
2021-06-29,그룹및기업광고,기타광고,기타기업기타,"김보성,꽃,꽃병,나무,도로,마우스,사람,시계,의자,창,책,콘크리트 벽,트럭,하늘,핸드폰,화분에 심은 식물","꽃,마음,배달,배송,신나는,어플리케이션,여자,웃다,전하다,활기찬,휴대폰"
2021-06-29,그룹및기업광고,기타광고,기타기업기타,"공유,꽃,꽃다발,꽃바구니,꽃병,나무,도로,문짝,벽돌 벽,사람,시계,유리병,의자,자동차,창,책,핸드폰,화분에 심은 식물","고르다,고민하다,꽃,꽃다발,난,누르다,미소,배달하다,어플리케이션,장미,전달하다"
2020-08-21,그룹및기업광고,기타광고,기타기업기타,"꽃,꽃병,벽돌 벽,사람,유리병,율곡이이동상,율동공원번지점프,창,화분에 심은 식물","건네다,고품질,꽃다발,다듬다,마음,문앞,배달하다,어려운,엄선된,클로즈업"
2020-08-28,그룹및기업광고,기타광고,기타기업기타,"공지천구름다리,꽃,꽃병,나무,도로,벽돌 벽,사람,시계,신호등,유리병,율곡이이동상,율동공원번지점프,의자,창,책,케비넷,코오롱스카이타워,콘크리트 벽,트럭,하늘,핸드폰,화분에 심은 식물","건네다,고품질,기분좋은,꽃다발,누르다,다듬다,마음,문앞,배달하다,어려운,어플,언어유희,엄선된,웃음꽃,클로즈업"
2020-06-19,그룹및기업광고,기타광고,기타기업기타,"공지천구름다리,꽃,꽃병,나무,도로,사람,시계,신호등,유리병,의자,창,책,케이크,코오롱스카이타워,콘크리트 벽,트럭,하늘,핸드폰,화분에 심은 식물","기분좋은,마음,만족스러운,어플,웃다,주문,줌아웃,즐거운,청년들,행복한,향기"
2021-05-28,유통,대형유통,복합쇼핑몰,"구름,베개,사람,의자,이서진,인형,침대,카펫,커튼,콘크리트 벽","따뜻한,만족스런,뽀송한,시원한,이불,일어나다,자다,전문가,쾌적한,행복한"
2020-10-08,그룹및기업광고,기타광고,기타기업기타,"공지천구름다리,구름,눈,도로,바다,벤치,사람,산,새,송도G타워,식탁,양,언덕,유리병,율곡이이동상,의자,이서진,자동차,침대,컵,코끼리,풀,하늘","가져가다,겨울,더위,따뜻한,설명하다,습한,양모,여름,웃다,지키다,천연의,체온,추운,카메라응시,쾌적한"
2020-10-08,그룹및기업광고,기타광고,기타기업기타,"개,구름,바다,사람,산,소파,양,유리병,율곡이이동상,의자,이서진,자동차,침대,컵,텔레비전,트럭,풀","눅눅한,따뜻한,설명하다,양모,완벽한,웃다,장마철,지키다,천연의,체온,카메라응시,쾌적한,흠수하다"
2021-03-23,교육및복지후생,교육기관,온라인교육,"남승민(가수),넥타이,사람","가방,그래픽,문제,비교하다,수학,아이,웃다,자막,풀다,학생"
2021-02-22,교육및복지후생,교육기관,온라인교육,"김고은,박나은(2015),사람,서현(소녀시대),윌리엄해밍턴,한고은","공부,공식,만족,만족하다,미소짓다,상상하다,수학,즐거운,타이포,학생"
2021-02-22,교육및복지후생,교육기관,온라인교육,"강석우,김성주,배낭,사람,장성규,한석규","계산,공부,공식,교사,밝은,손짓하다,수학,카메라를보며,타이포,학생"
2021-03-04,교육및복지후생,교육기관,온라인교육,"강석우,김성주,박보검,배낭,사람,장성규,한석규","계산,공부,공식,교사,밝은,손짓하다,수학,카메라를보며,타이포,학생"
2020-01-13,식품,건강식품,건강식품기타,"넥타이,벽돌 벽,사람,시계,유리병,의자,이순재,창,콘크리트 벽,포장 도로","국내산,궁금한,기력,기분좋은,녹용,만족스러운,비밀,선발된,엄격한,자신있는,즐거운,체력,활력"
2020-03-09,식품,건강식품,건강식품기타,"넥타이,벽돌 벽,사람,시계,의자,이순재,창,콘크리트 벽,포장 도로","국내산,궁금한,기력,기분좋은,녹용,만족스러운,비밀,선발된,엄격한,자신있는,즐거운,체력,활력"
2019-11-19,식품,건강식품,건강식품기타,"넥타이,벽돌 벽,사람,시계,우산,유리병,의자,이순재,창,콘크리트 벽,포장 도로","국내산,궁금한,기력,기분좋은,녹용,만족스러운,비밀,선발된,엄격한,자신있는,즐거운,체력,활력"
2019-12-03,가정용품,"취미,레저용품","취미,레저용품제품종합","노트북,문짝,비행기,사람,수성SK리더스뷰,식탁,옷,울산대교전망대,의자,책,천장,케이크,콘크리트 벽","4차산업교육,당당한,드론,만들다,상상,생각하다,선도,성장시키다,수출,자신있는,지식,창의적"
2019-12-03,가정용품,"취미,레저용품","취미,레저용품제품종합","건물,넥타이,문짝,비행기,사람,수성SK리더스뷰,식탁,울산대교전망대,책,천장,케이크,콘크리트 벽,포장 도로","4차산업교육,당당한,드론,만들다,상상,생각하다,선도,성장시키다,수출,자신있는,지식,창의력,창의적"
2021-10-28,식품,식품기타,식품기타,"구름,그릇,꽃병,나무,백종원,사람,산,숟가락,식탁","김장,깨끗한,다양한,만들다,맛있는,무치다,배송하다,세척하다,신선한,정갈한"
2021-10-28,식품,식품기타,식품기타,"건물,구름,그릇,김치,꽃병,사람,산,숟가락,핸드폰","건강한,검색하다,김치,깨끗한,다양한,모바일,신선한,유머,주문하다,판매하다,홍보하다"
